talkativeness,agreeableness,knowledge_sharing,mimicry,critical_thinking,equal,loop,timeout,percent
0.1,0.9,0.5,,0.1,31,19,0,"13.33, 6.67, 6.67, 26.67, 13.33, 13.33, 13.33, 26.67, 33.33, 13.33, 13.33, 26.67, 26.67, 26.67, 20.0, 26.67, 13.33, 6.67, 6.67, 20.0, 0.0, 13.33, 6.67, 6.67, 13.33, 6.67, 0.0, 26.67, 0.0, 20.0, 13.33"
0.1,0.9,0.5,,0.5,40,10,0,"100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 93.33, 100.0, 93.33, 93.33, 93.33, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0, 93.33, 86.67, 100.0, 100.0, 100.0, 100.0, 100.0, 86.67, 93.33, 100.0, 93.33, 86.67, 100.0, 100.0, 93.33, 93.33, 100.0, 86.67, 100.0"
0.1,0.9,0.5,,0.9,49,1,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.1,0.9,0.5,0.5,0.1,41,9,0,"6.67, 20.0, 13.33, 26.67, 20.0, 13.33, 33.33, 6.67, 20.0, 26.67, 33.33, 0.0, 13.33, 26.67, 26.67, 6.67, 20.0, 13.33, 0.0, 13.33, 13.33, 26.67, 20.0, 6.67, 26.67, 13.33, 6.67, 6.67, 20.0, 13.33, 6.67, 0.0, 20.0, 13.33, 20.0, 13.33, 26.67, 13.33, 20.0, 26.67, 6.67"
0.1,0.9,0.5,0.5,0.5,46,4,0,"100.0, 93.33, 86.67, 86.67, 93.33, 86.67, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 66.67, 93.33, 93.33, 100.0, 93.33, 100.0, 80.0, 100.0, 93.33, 93.33, 86.67, 86.67, 86.67, 80.0, 93.33, 80.0, 93.33, 86.67, 80.0, 100.0, 93.33, 93.33, 86.67, 93.33, 86.67, 93.33, 93.33, 93.33, 93.33, 86.67, 93.33, 93.33, 93.33, 100.0"
0.1,0.9,0.5,0.5,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.1,0.9,0.5,0.9,0.1,44,6,0,"13.33, 13.33, 33.33, 6.67, 6.67, 20.0, 26.67, 26.67, 6.67, 13.33, 6.67, 13.33, 33.33, 13.33, 20.0, 20.0, 20.0, 13.33, 26.67, 20.0, 13.33, 6.67, 13.33, 26.67, 20.0, 20.0, 0.0, 13.33, 20.0, 13.33, 0.0, 13.33, 13.33, 0.0, 0.0, 6.67, 20.0, 26.67, 13.33, 20.0, 13.33, 13.33, 33.33, 20.0"
0.1,0.9,0.5,0.9,0.5,46,4,0,"100.0, 93.33, 100.0, 93.33, 100.0, 93.33, 86.67, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 86.67, 100.0, 100.0, 100.0, 93.33, 86.67, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 86.67, 100.0, 93.33, 100.0, 93.33, 93.33, 100.0, 93.33, 93.33, 100.0, 86.67, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33, 86.67"
0.1,0.9,0.5,0.9,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.1,0.9,0.9,,0.1,41,9,0,"13.33, 6.67, 13.33, 13.33, 6.67, 26.67, 6.67, 26.67, 20.0, 26.67, 6.67, 6.67, 13.33, 13.33, 6.67, 0.0, 13.33, 20.0, 20.0, 20.0, 13.33, 6.67, 0.0, 20.0, 20.0, 33.33, 13.33, 6.67, 6.67, 20.0, 6.67, 26.67, 26.67, 26.67, 26.67, 13.33, 0.0, 6.67, 0.0, 0.0, 20.0"
0.1,0.9,0.9,,0.5,42,8,0,"86.67, 80.0, 93.33, 93.33, 100.0, 80.0, 100.0, 86.67, 93.33, 86.67, 86.67, 100.0, 86.67, 100.0, 86.67, 93.33, 100.0, 93.33, 100.0, 86.67, 93.33, 80.0, 80.0, 73.33, 93.33, 66.67, 100.0, 100.0, 93.33, 93.33, 100.0, 80.0, 93.33, 93.33, 93.33, 100.0, 86.67, 93.33, 86.67, 93.33, 86.67, 93.33"
0.1,0.9,0.9,,0.9,49,1,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.1,0.9,0.9,0.5,0.1,48,2,0,"6.67, 13.33, 0.0, 6.67, 6.67, 13.33, 13.33, 6.67, 13.33, 20.0, 13.33, 13.33, 6.67, 13.33, 0.0, 13.33, 13.33, 20.0, 6.67, 13.33, 0.0, 13.33, 6.67, 6.67, 20.0, 0.0, 20.0, 6.67, 6.67, 13.33, 13.33, 0.0, 26.67, 40.0, 6.67, 13.33, 13.33, 13.33, 13.33, 0.0, 13.33, 6.67, 0.0, 13.33, 20.0, 20.0, 13.33, 0.0"
0.1,0.9,0.9,0.5,0.5,47,3,0,"93.33, 73.33, 93.33, 66.67, 80.0, 93.33, 73.33, 86.67, 80.0, 93.33, 93.33, 93.33, 80.0, 80.0, 80.0, 80.0, 93.33, 93.33, 86.67, 66.67, 86.67, 100.0, 86.67, 73.33, 93.33, 66.67, 93.33, 80.0, 93.33, 93.33, 93.33, 80.0, 86.67, 93.33, 93.33, 80.0, 80.0, 80.0, 86.67, 86.67, 100.0, 86.67, 80.0, 93.33, 86.67, 80.0, 93.33"
0.1,0.9,0.9,0.5,0.9,49,1,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0"
0.1,0.9,0.9,0.9,0.1,44,6,0,"26.67, 33.33, 0.0, 13.33, 6.67, 6.67, 26.67, 13.33, 20.0, 13.33, 6.67, 13.33, 6.67, 20.0, 6.67, 13.33, 6.67, 13.33, 13.33, 20.0, 20.0, 13.33, 20.0, 13.33, 0.0, 0.0, 13.33, 13.33, 6.67, 13.33, 6.67, 13.33, 33.33, 13.33, 6.67, 13.33, 0.0, 0.0, 6.67, 26.67, 26.67, 26.67, 20.0, 6.67"
0.1,0.9,0.9,0.9,0.5,46,4,0,"93.33, 93.33, 86.67, 66.67, 80.0, 100.0, 100.0, 93.33, 93.33, 80.0, 93.33, 93.33, 80.0, 86.67, 93.33, 100.0, 80.0, 93.33, 86.67, 86.67, 93.33, 86.67, 80.0, 93.33, 93.33, 80.0, 93.33, 93.33, 73.33, 86.67, 93.33, 80.0, 100.0, 100.0, 86.67, 93.33, 80.0, 80.0, 80.0, 86.67, 100.0, 93.33, 86.67, 86.67, 93.33, 100.0"
0.1,0.9,0.9,0.9,0.9,47,3,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.1,,0.1,0,0,50,
0.5,0.1,0.1,,0.5,7,3,40,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.1,,0.9,44,6,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.1,0.5,0.1,0,0,50,
0.5,0.1,0.1,0.5,0.5,17,5,28,"93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0"
0.5,0.1,0.1,0.5,0.9,31,19,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.1,0.9,0.1,0,0,50,
0.5,0.1,0.1,0.9,0.5,16,1,33,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.1,0.9,0.9,41,9,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.5,,0.1,0,0,50,
0.5,0.1,0.5,,0.5,44,5,1,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.5,,0.9,44,6,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.5,0.5,0.1,0,0,50,
0.5,0.1,0.5,0.5,0.5,29,21,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 93.33, 93.33, 93.33, 100.0, 100.0, 100.0"
0.5,0.1,0.5,0.5,0.9,34,16,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.5,0.9,0.1,0,0,50,
0.5,0.1,0.5,0.9,0.5,40,10,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.5,0.9,0.9,45,5,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.9,,0.1,2,0,48,"26.67, 13.33"
0.5,0.1,0.9,,0.5,43,6,1,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.9,,0.9,45,5,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.9,0.5,0.1,18,1,31,"26.67, 13.33, 20.0, 13.33, 26.67, 26.67, 20.0, 20.0, 6.67, 40.0, 20.0, 6.67, 33.33, 13.33, 33.33, 20.0, 33.33, 33.33"
0.5,0.1,0.9,0.5,0.5,37,13,0,"100.0, 100.0, 100.0, 100.0, 93.33, 86.67, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 86.67, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 86.67, 93.33, 100.0, 100.0, 86.67, 100.0, 93.33, 86.67, 100.0"
0.5,0.1,0.9,0.5,0.9,39,11,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.9,0.9,0.1,5,2,43,"20.0, 13.33, 13.33, 13.33, 26.67"
0.5,0.1,0.9,0.9,0.5,47,3,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.1,0.9,0.9,0.9,44,6,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.1,,0.1,50,0,0,"26.67, 13.33, 6.67, 6.67, 13.33, 20.0, 0.0, 20.0, 33.33, 13.33, 20.0, 20.0, 6.67, 40.0, 13.33, 33.33, 26.67, 20.0, 33.33, 20.0, 40.0, 13.33, 40.0, 20.0, 26.67, 20.0, 13.33, 33.33, 26.67, 13.33, 6.67, 26.67, 40.0, 13.33, 6.67, 26.67, 13.33, 20.0, 20.0, 13.33, 20.0, 6.67, 20.0, 40.0, 40.0, 13.33, 33.33, 20.0, 13.33, 13.33"
0.5,0.5,0.1,,0.5,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.1,,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.1,0.5,0.1,50,0,0,"13.33, 33.33, 33.33, 26.67, 20.0, 33.33, 6.67, 20.0, 6.67, 6.67, 0.0, 0.0, 20.0, 13.33, 20.0, 20.0, 26.67, 33.33, 13.33, 33.33, 20.0, 20.0, 53.33, 33.33, 13.33, 20.0, 33.33, 13.33, 20.0, 13.33, 6.67, 46.67, 33.33, 20.0, 13.33, 26.67, 20.0, 6.67, 6.67, 20.0, 6.67, 13.33, 13.33, 13.33, 53.33, 20.0, 33.33, 20.0, 13.33, 13.33"
0.5,0.5,0.1,0.5,0.5,50,0,0,"100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33"
0.5,0.5,0.1,0.5,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0"
0.5,0.5,0.1,0.9,0.1,50,0,0,"13.33, 33.33, 20.0, 26.67, 26.67, 26.67, 20.0, 20.0, 20.0, 13.33, 33.33, 20.0, 13.33, 13.33, 20.0, 33.33, 33.33, 46.67, 46.67, 26.67, 33.33, 26.67, 6.67, 33.33, 26.67, 6.67, 20.0, 26.67, 13.33, 20.0, 13.33, 20.0, 26.67, 6.67, 20.0, 13.33, 40.0, 26.67, 13.33, 33.33, 6.67, 20.0, 40.0, 20.0, 26.67, 6.67, 6.67, 20.0, 20.0, 6.67"
0.5,0.5,0.1,0.9,0.5,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.1,0.9,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.5,,0.1,50,0,0,"13.33, 26.67, 0.0, 13.33, 13.33, 6.67, 33.33, 20.0, 13.33, 6.67, 13.33, 33.33, 13.33, 6.67, 33.33, 33.33, 6.67, 20.0, 26.67, 46.67, 13.33, 13.33, 20.0, 20.0, 33.33, 13.33, 26.67, 0.0, 20.0, 26.67, 13.33, 6.67, 26.67, 20.0, 26.67, 20.0, 26.67, 20.0, 6.67, 6.67, 20.0, 26.67, 0.0, 20.0, 20.0, 26.67, 20.0, 13.33, 20.0, 20.0"
0.5,0.5,0.5,,0.5,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 86.67, 100.0, 100.0"
0.5,0.5,0.5,,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.5,0.5,0.1,50,0,0,"20.0, 26.67, 26.67, 6.67, 13.33, 6.67, 13.33, 20.0, 6.67, 6.67, 33.33, 20.0, 20.0, 26.67, 6.67, 33.33, 6.67, 26.67, 20.0, 13.33, 6.67, 20.0, 26.67, 13.33, 33.33, 20.0, 33.33, 26.67, 6.67, 26.67, 26.67, 20.0, 33.33, 33.33, 40.0, 13.33, 20.0, 20.0, 6.67, 33.33, 6.67, 46.67, 26.67, 40.0, 6.67, 40.0, 20.0, 13.33, 13.33, 33.33"
0.5,0.5,0.5,0.5,0.5,50,0,0,"93.33, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0, 93.33, 93.33, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 93.33, 93.33, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 86.67, 100.0, 100.0, 86.67"
0.5,0.5,0.5,0.5,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.5,0.9,0.1,50,0,0,"0.0, 13.33, 13.33, 13.33, 20.0, 20.0, 33.33, 0.0, 20.0, 13.33, 26.67, 26.67, 13.33, 13.33, 6.67, 20.0, 13.33, 6.67, 20.0, 13.33, 33.33, 26.67, 20.0, 13.33, 20.0, 26.67, 6.67, 20.0, 0.0, 26.67, 33.33, 13.33, 13.33, 26.67, 13.33, 20.0, 26.67, 33.33, 33.33, 40.0, 6.67, 26.67, 20.0, 26.67, 26.67, 20.0, 26.67, 6.67, 13.33, 6.67"
0.5,0.5,0.5,0.9,0.5,50,0,0,"100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 93.33, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 93.33, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 93.33, 100.0, 100.0, 93.33, 93.33, 100.0, 100.0, 93.33"
0.5,0.5,0.5,0.9,0.9,50,0,0,"100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0"
0.5,0.5,0.9,,0.1,50,0,0,"26.67, 13.33, 26.67, 33.33, 6.67, 6.67, 26.67, 20.0, 13.33, 13.33, 20.0, 13.33, 26.67, 6.67, 20.0, 13.33, 20.0, 6.67, 13.33, 6.67, 33.33, 6.67, 26.67, 6.67, 20.0, 20.0, 13.33, 13.33, 0.0, 26.67, 26.67, 20.0, 20.0, 6.67, 6.67, 6.67, 20.0, 0.0, 20.0, 6.67, 20.0, 6.67, 6.67, 20.0, 6.67, 26.67, 6.67, 13.33, 13.33, 13.33"
